120 100 15000.0
2 28 30 150849.1
51 7 94 2072311.6
36 48 97 1139654.3
9 19 20 88433.0
93 78 111 866126.0
50 11 20 331891.1
40 37 100 1641098.9
88 3 64 1550267.7
63 57 77 527702.0
56 90 94 133337.1
4 27 53 799873.4
4 43 61 560411.5
43 32 67 957445.0
29 91 120 728427.7
38 72 94 695590.7
86 28 82 1337265.7
14 16 61 1307306.7
53 63 117 1418788.1
95 100 114 457630.2
89 23 60 953413.2
88 63 93 761522.7
48 15 72 1510605.6
30 15 28 435383.7
1 8 67 1520722.7
39 113 115 178007.7
45 36 73 891655.2
58 43 67 550529.1
73 1 99 2462405.1
77 63 73 359003.1
92 67 94 743406.4
33 49 51 133935.8
99 35 48 451087.7
21 108 113 217613.7
88 110 116 222544.9
56 38 83 1214576.0
88 58 93 856542.8
9 12 96 2075053.7
43 6 75 1853434.7
31 7 10 177626.9
95 9 84 1938104.7
99 91 118 679335.6
68 64 70 259216.7
54 99 107 244753.4
75 35 50 463151.9
19 10 84 1814950.9
99 65 85 620382.2
60 67 86 458721.6
66 1 119 3183519.7
36 26 58 873524.0
37 68 73 107051.2
35 22 104 2269624.8
50 18 31 408065.1
11 50 51 42855.3
6 2 74 1818526.8
81 59 111 1276516.7
44 49 53 177402.5
63 32 80 1253814.0
34 46 120 1969319.3
23 11 106 2173056.9
76 87 115 785380.0
18 66 88 707187.2
61 12 31 493869.2
76 65 118 1226083.8
51 57 87 811108.7
5 31 56 695189.2
92 2 118 2762075.2
10 100 105 244365.4
19 95 102 230091.4
11 23 109 2146264.7
95 8 95 2248541.9
85 19 40 685063.9
83 12 60 1209576.9
61 2 31 682757.6
83 55 111 1512211.7
29 24 26 168887.3
64 22 70 1114313.3
35 3 21 573335.7
77 48 69 522227.8
39 66 70 146744.6
44 53 67 509501.9
42 24 80 1506127.2
18 3 75 1840059.2
4 62 67 222794.2
53 48 63 429835.3
5 18 85 1736777.0
16 86 94 205075.1
84 25 50 744923.0
91 66 120 1520019.3
15 7 75 1740936.9
83 72 74 192194.9
13 82 99 515367.7
14 46 68 678114.8
52 29 80 1233864.6
74 32 74 1007942.5
56 23 68 1162713.3
65 3 103 2359934.0
60 32 48 561586.0
11 19 73 1496362.3
68 13 48 1048524.5
76 14 27 416113.5
27 73 116 1153565.2
53 1 68 1786644.5
26 34 63 920135.4
1 8 68 1584921.2
2 65 84 537201.9
85 46 77 898214.8
90 49 51 148361.3
54 16 113 2119879.2
42 12 73 1621351.7
85 35 71 1029910.0
87 43 93 1442437.2
70 77 113 1050460.0
87 84 95 405147.7
100 23 82 1629669.6
61 10 78 1620334.3
55 22 90 1891538.3
84 2 119 2998071.7
75 44 114 1828898.4
50 93 94 68575.0
79 70 101 908065.2
31 99 117 610840.4
78 31 48 528553.1
85 22 91 1880573.4
91 42 72 927257.3
17 97 106 314695.5
98 9 42 926837.8
85 38 112 1904830.1
25 91 101 377463.8
10 44 84 1058583.5
88 23 62 991300.1
99 29 32 185984.0
31 33 100 1722245.1
81 25 98 1647514.1
40 50 103 1403484.4
80 11 77 1759276.7
64 1 31 706481.9
65 53 67 400869.5
76 81 109 737982.4
75 35 120 2153133.1
44 2 49 1182667.1
78 93 118 686572.8
2 2 38 927384.3
82 99 101 85364.7
62 41 110 1831522.8
46 106 111 200996.6
90 29 104 2037474.7
37 6 51 1388786.5
21 52 62 464012.3
69 61 74 392078.4
40 65 117 1351562.6
3 100 101 70599.2
34 2 29 761531.3
83 2 80 1972663.6
38 12 96 2173209.1
68 93 109 579333.9
25 18 75 1483338.4
100 1 46 1265772.7
66 12 95 2283043.3
36 17 36 560821.8
1 2 11 365005.8
81 95 98 155356.1
26 13 101 2373862.6
8 10 25 502323.3
4 18 53 1024512.6
66 22 85 1793167.2
69 57 116 1472650.0
63 48 101 1423162.5
55 31 38 322743.3
54 70 120 1030682.8
6 23 29 196635.8
72 94 117 708203.9
83 25 114 2158363.1
64 64 77 408103.5
83 13 24 366704.8
93 25 42 608767.3
84 4 114 2751305.7
98 34 50 561060.0
23 73 112 1079071.7
30 6 38 822888.9
18 26 80 1415210.8
36 79 81 93778.9
90 41 67 805608.0
84 46 100 1537273.9
66 7 57 1515509.1
56 68 110 1170307.3
40 6 81 1808081.6
55 37 49 358548.4
82 38 61 669127.8
10 21 71 1378616.7
12 30 120 2277917.3
17 29 57 758924.4
92 34 111 1896295.3
67 17 69 1448616.4
97 95 98 116647.9
44 67 73 370565.3
32 97 106 292322.4
79 18 88 1980148.9
49 22 97 1910703.0
93 51 93 1253209.3
69 1 34 860728.8
36 15 15 61384.5
13 7 78 1877016.5
100 76 118 1176448.8
23 5 115 2576418.5
13 33 95 1670078.6
36 13 95 1903067.4
27 29 75 1195934.0
10 49 51 142176.1
9 101 112 393734.2
28 62 112 1236930.2
25 66 72 242723.3
4 69 104 1045573.8
94 107 113 203323.8
89 70 96 749838.0
66 79 85 219113.8
79 21 102 2224743.2
28 96 117 508962.7
55 50 75 786883.8
97 40 81 1185411.9
97 9 64 1381069.3
14 50 56 224941.9
100 23 24 100875.4
19 25 89 1636231.8
72 45 82 1045845.3
74 5 111 2708656.4
85 2 82 2046910.5
17 61 96 981735.0
19 6 59 1352805.6
28 78 114 918990.9
90 18 33 574446.5
90 49 99 1388595.9
80 87 91 159163.0
73 23 116 2343207.9
81 31 37 164307.9
11 72 110 946253.8
59 4 49 1228984.4
31 38 59 566766.7
78 66 112 1227002.6
57 47 62 502611.9
23 10 91 1871243.4
37 36 107 1935939.0
95 72 91 587135.6
37 36 77 1151832.9
72 66 117 1362463.4
21 30 63 1005120.9
83 28 66 938346.3
91 17 62 1256296.1
88 56 72 355306.9
58 4 84 1862325.7
83 49 79 820446.0
88 77 119 1155865.9
44 40 84 1307146.4
85 59 108 1339606.2
61 32 107 1974539.2
33 2 57 1482934.3
76 19 20 91800.8
87 32 111 2023923.1
62 19 50 919782.7
88 6 93 2088610.5
89 25 29 140642.3
58 55 116 1341624.2
34 48 100 1405949.5
71 6 101 2315779.8
7 8 43 932203.9
91 4 15 286124.6
80 2 94 2339739.6
96 23 64 1085709.1
25 94 119 563484.2
4 87 118 908533.9
42 67 92 695162.4
9 30 106 1926453.8
38 7 54 1303419.5
14 36 68 1013785.8
33 35 120 2104327.5
41 46 91 1293441.4
71 113 113 93903.0
89 31 69 978533.6
65 45 93 1142112.8
62 94 95 76298.9
34 12 54 1113259.6
32 1 85 2052957.0
20 97 106 399919.3
71 33 76 1096508.9
20 80 85 261528.4
61 50 67 454802.4
41 78 84 271058.8
54 83 120 816993.4
16 25 26 78386.7
31 21 119 2416224.7
18 33 56 637199.2
82 63 71 338185.8
83 20 77 1438311.5
25 35 116 1896505.3
85 55 106 1379360.4
80 33 102 1846005.6
93 32 99 1875966.0
96 12 22 421966.4
11 83 102 578481.6
93 30 33 211588.2
21 45 87 1200232.3
77 22 38 538277.8
51 6 27 663279.8
94 27 95 1808665.5
37 48 120 1870314.8
10 87 88 109063.2
58 88 118 722055.0
19 103 116 463471.3
58 18 74 1361791.9
62 91 110 646405.6
83 37 54 453534.6
94 31 61 901788.9
28 6 114 2715433.8
10 111 116 209877.1
11 29 120 2194597.9
95 85 102 490354.0
26 73 113 1177376.3
98 9 39 882567.9
42 19 49 913194.3
14 64 101 912356.3
32 13 100 2201898.2
90 46 109 1721161.7
95 98 113 471708.3
35 27 93 1797723.3
88 74 99 785788.2
97 59 83 797821.6
17 21 79 1552901.6
70 69 82 372305.5
92 6 57 1417650.1
90 29 79 1412287.2
88 15 19 188469.9
36 110 116 284565.2
80 48 84 1072865.0
47 13 88 2093894.9
85 6 52 1256969.2
48 40 110 1654470.3
85 15 23 292474.3
43 60 81 687475.9
69 74 102 752523.0
58 40 70 694811.0
99 51 92 1191022.2
8 20 108 2356295.8
27 39 63 705293.5
92 53 101 1123160.9
18 16 84 1778085.2
53 21 57 965912.4
27 33 93 1642552.2
92 43 106 1552620.1
64 48 98 1240951.7
52 12 44 815229.9
76 61 80 530747.6
99 12 53 1056749.2
47 31 64 983900.9
12 24 35 361713.5
77 33 99 1658610.9
60 3 28 709052.3
36 25 38 448115.3
58 6 116 2452901.8
87 13 88 2007535.9
96 20 60 1064114.8
1 93 109 512698.5
2 42 67 746626.5
5 12 12 42133.3
67 45 65 585438.8
80 51 119 1974531.1
97 55 76 634154.4
89 26 92 1621515.1
89 61 96 940465.1
34 41 105 1699283.7
15 11 41 840503.8
17 5 98 2260253.4
25 25 95 1801838.9
23 6 82 1733712.2
93 55 101 1295871.3
5 8 108 2523911.5
58 58 112 1189485.2
58 8 117 2434765.3
29 57 98 1065660.6
79 3 103 2725448.1
24 44 82 1220106.2
20 47 97 1190207.6
89 87 112 646658.7
62 49 54 258026.1
58 24 42 593895.0
28 34 37 104760.1
27 27 39 376851.9
67 51 52 69144.7
23 47 79 737831.6
46 6 89 2108302.6
30 1 26 693476.0
96 81 112 726894.9
91 19 90 2032242.0
15 40 120 2066833.0
62 2 5 179511.8
27 30 109 2016669.3
73 9 97 2190171.0
51 40 90 1240353.1
52 47 106 1390484.8
1 38 111 1962060.2
79 59 77 696439.4
85 59 81 637580.2
86 24 45 647072.5
37 6 116 2917222.7
19 5 116 2707855.4
63 56 61 198144.0
56 59 101 1055815.7
89 83 109 688998.8
23 62 73 336642.9
55 20 102 2244613.1
72 47 61 438166.4
44 82 83 158929.6
88 29 104 1870613.1
97 10 119 2743340.4
39 79 103 775051.8
38 72 119 1231591.5
22 3 23 607095.3
35 6 79 1944686.4
44 96 112 474432.0
47 61 71 288722.7
6 65 70 246046.0
32 23 108 2244937.9
31 10 31 623246.2
5 13 39 640149.6
51 18 109 2086893.1
79 38 67 985812.1
6 72 112 1200879.0
24 4 36 905153.0
12 58 111 1435740.9
58 70 104 755960.1
60 58 95 963681.6
95 21 102 2041028.0
38 53 98 1212367.4
44 5 11 214718.3
40 27 82 1334615.6
18 106 111 208589.8
95 33 113 1980241.2
70 18 77 1434367.3
31 22 93 1706050.4
60 38 100 1555283.7
79 56 87 1061133.4
95 48 67 640548.0
33 47 53 265378.4
66 91 108 552346.3
55 63 90 870268.9
56 46 89 1078066.5
16 90 113 734147.7
35 5 14 359667.6
57 83 86 166059.6
61 30 99 1797580.2
98 98 118 768126.6
18 33 102 1836625.4
11 2 90 2227073.6
16 19 93 1559991.3
47 14 60 1393395.6
26 70 107 1046120.8
25 49 71 663203.3
40 43 78 894650.5
61 42 47 242629.1
30 6 113 2708323.0
70 44 57 535587.2
67 4 72 1790682.9
62 19 70 1373917.7
34 40 45 332448.2
4 78 101 771557.1
76 77 120 1092081.4
73 19 78 1547171.1
39 10 48 1016297.7
23 43 48 189199.1
30 48 62 494765.4
88 82 83 58737.4
38 2 93 2312378.7
11 70 99 771848.4
36 32 89 1329370.8
96 19 34 450412.8
47 18 55 1147972.3
95 67 72 218698.3
27 19 22 199559.1
8 10 95 2166046.3
48 18 66 1242894.9
100 21 116 2435954.1
13 33 43 364369.0
59 4 97 2400172.5
73 17 57 1096702.0
32 27 37 367559.1
42 37 54 527544.1
90 11 120 2882195.3
78 21 117 2391510.6
52 93 105 348443.6
89 27 57 792169.5
47 1 114 2849571.2
40 25 109 2064475.8
7 28 92 1781441.7
15 4 33 958778.2
7 8 115 2827784.6
23 83 105 682419.8
32 2 21 450123.9
38 5 81 1939372.7
45 18 19 115453.3
69 38 62 756812.4
38 61 81 568451.2
47 20 25 275326.1
85 25 33 332628.5
49 31 113 2122707.8
25 34 61 707687.5
58 22 105 1855786.8
27 17 98 2043311.3
61 62 81 583919.4
48 43 98 1329576.8
89 71 117 1069264.7
64 82 108 744400.1
37 13 70 1606381.6
84 54 70 500546.9
53 76 102 751947.4
51 54 81 769029.5
89 100 111 268549.8
37 101 106 307949.0
99 50 76 808369.9
3 42 59 481311.5
55 62 105 1361437.3
42 10 41 894883.1
62 43 52 322073.9
4 7 23 517367.8
30 43 53 344215.9
45 77 107 837643.9
2 78 113 911584.5
73 36 109 1888172.6
38 3 78 1935193.3
91 4 50 1165524.7
68 46 100 1459179.1
81 13 15 131542.3
37 76 118 1217062.3
10 39 78 1069138.4
11 8 64 1478423.1
97 40 74 1008709.9
80 98 112 524242.1
86 8 44 1098848.6
70 47 70 645219.4
54 80 108 656122.0
71 31 110 1952378.3
12 94 101 261320.9
48 4 60 1503870.1
64 49 92 1103803.7
86 25 37 470435.8
93 3 67 1756218.2
6 118 120 164845.8
65 14 20 188155.2
65 67 95 735801.0
20 23 84 1477433.7
72 66 91 696559.7
8 104 112 390598.9
53 25 89 1738062.0
62 75 109 1018374.3
77 25 76 1328161.0
38 14 78 1616603.1
48 55 117 1567176.1
19 34 77 1118267.9
74 15 107 2308794.5
16 73 78 146312.8
43 18 79 1617378.5
59 77 92 555681.1
12 82 103 661151.7
14 66 69 157043.3
53 37 47 378285.5
91 11 27 469891.5
91 10 111 2733832.0
82 31 87 1599678.8
72 6 101 2551200.2
57 28 59 807443.7
86 9 88 2047035.2
35 20 120 2733830.9
28 60 65 182747.3
80 11 104 2481402.8
68 51 109 1513024.4
12 23 78 1387417.6
75 89 112 725176.8
60 3 10 372626.5
23 12 100 1995428.8
32 75 99 662984.5
59 2 113 2769669.2
32 80 119 1055034.8
73 11 73 1642699.1
51 4 5 55747.4
93 90 116 679381.9
6 89 105 518103.8
73 83 94 349066.0
61 67 91 744665.0
84 49 60 392152.1
99 22 116 2416783.7
80 16 46 802751.8
86 31 115 1974008.6
18 16 56 1031574.5
73 54 61 320946.6
32 74 93 573556.6
86 45 78 885529.7
6 19 106 2256097.6
10 67 85 548751.7
9 96 105 345084.9
15 8 15 261182.9
94 18 83 1787882.1
55 33 110 2191086.9
41 100 119 616384.4
5 63 120 1452615.5
100 8 13 265218.7
46 54 75 522700.9
38 73 104 923004.1
57 6 18 502072.5
18 30 119 2287079.8
81 32 36 138472.4
31 118 119 161355.1
70 26 55 886545.0
50 14 54 1101680.9
44 4 74 1844936.3
39 85 93 315385.7
27 29 46 474624.5
60 34 79 1249168.8
8 9 40 858823.4
25 76 99 691605.4
100 13 116 2668197.5
69 56 116 1536505.6
96 12 73 1650425.0
97 16 81 1719210.1
78 11 26 505080.6
64 15 40 627207.6
99 24 61 1121651.1
76 47 104 1345741.3
16 29 70 916530.0
24 10 52 1308188.2
26 67 106 1114717.4
89 16 67 1205747.3
95 72 113 1057419.8
16 35 94 1268838.3
94 16 89 1940314.8
40 81 85 202184.7
77 49 55 197828.1
19 90 98 330237.4
27 67 72 261748.2
10 36 54 471426.5
52 45 85 1057616.7
60 22 42 583835.9
22 1 70 1892081.8
72 8 117 2867291.7
47 37 59 824374.8
41 22 77 1384253.2
19 9 33 614387.7
64 48 62 474402.0
83 11 65 1321458.6
2 86 116 824289.0
56 33 100 1674289.2
80 84 90 184398.9
85 3 32 785713.7
91 102 106 186103.9
67 7 117 2791712.8
30 18 111 2381549.2
74 47 99 1235985.7
77 18 78 1575786.0
100 57 119 1655111.8
23 3 19 491340.7
82 33 87 1533482.9
79 81 91 380831.5
21 26 115 2325305.6
36 11 66 1366202.6
14 4 103 2420660.4
43 15 111 2686942.6
98 60 71 395544.8
50 52 110 1527750.8
70 21 84 1591754.3
79 70 117 1276118.9
75 15 94 2024078.3
1 21 101 2076866.2
69 39 46 248601.8
17 51 96 1193939.7
27 34 95 1634615.4
35 88 119 1024150.1
62 60 74 384095.6
40 114 117 116025.7
89 65 95 867767.7
66 57 98 1170423.3
81 2 48 1067181.1
22 41 100 1598006.4
64 8 58 1212980.7
37 3 56 1566083.7
3 81 92 341574.0
5 7 94 2214341.3
83 76 88 502300.5
56 62 84 600669.8
40 63 91 756731.6
45 89 92 197213.8
88 6 49 1169920.5
74 53 74 439409.5
17 36 87 1413555.1
99 48 102 1457415.7
61 37 72 863682.6
15 9 89 2084318.0
42 4 78 1914946.9
34 106 107 199203.3
77 19 115 2262553.2
55 74 77 174849.5
65 91 115 710689.8
98 16 31 505785.7
19 65 81 540848.2
73 7 80 1860053.1
34 50 59 341492.2
35 23 31 282391.6
87 85 93 325450.5
1 32 101 1814356.0
5 30 33 126190.1
62 99 118 645632.1
38 18 47 814671.3
81 66 82 494457.5
48 103 110 238736.8
29 11 48 1001407.6
30 49 93 1288859.6
47 40 119 2013738.7
94 39 107 1822280.3
93 30 82 1497141.2
47 3 110 2729566.6
68 37 96 1627364.5
49 2 41 1170527.4
38 69 78 360092.5
31 20 112 2276534.0
43 68 96 1009338.9
24 49 115 1736548.1
31 16 28 387319.4
84 15 20 267188.3
67 8 21 414695.4
24 111 115 143967.8
42 77 114 1107416.0
28 32 35 97051.1
46 42 96 1428740.2
5 33 114 2087835.8
41 54 65 384994.0
60 29 56 851675.3
14 27 76 1290006.4
27 20 22 127395.5
38 11 45 971589.1
76 16 31 462698.0
42 9 88 2012159.9
81 31 67 884456.3
96 32 100 1622282.4
37 62 89 780346.5
55 86 94 341944.0
34 24 75 1386667.3
40 6 29 600104.5
30 35 107 1913317.1
59 79 91 428917.9
79 73 77 202511.7
74 6 23 572701.5
69 32 64 909982.3
85 31 95 1719792.6
41 74 119 1274088.7
7 12 72 1664714.5
79 36 102 1956532.5
58 78 116 861334.2
73 5 31 690832.5
41 12 64 1391680.3
90 15 93 2134820.8
41 23 55 821414.7
86 10 45 1091855.0
55 6 15 299026.3
17 11 106 2278984.6
21 3 56 1277983.8
60 28 84 1423510.3
19 29 44 428487.8
83 16 20 198299.2
50 2 30 832647.6
96 77 110 718293.7
66 11 52 1230829.0
63 65 69 171291.0
22 22 30 335506.9
21 5 113 2675045.4
17 81 101 516470.9
90 11 69 1621835.6
17 94 108 368670.6
24 4 80 2212034.9
25 50 84 882431.0
39 22 63 1152381.3
1 42 53 395440.1
55 39 62 712857.6
11 49 78 755001.5
7 93 101 204616.1
37 20 91 1961926.4
55 16 18 175075.6
69 1 60 1547855.5
53 67 94 843901.5
87 29 87 1642137.8
62 110 116 285437.2
91 10 45 915825.3
27 15 100 2148879.1
17 26 40 484056.4
70 13 120 2640936.1
72 111 112 88484.1
23 16 36 630451.7
37 4 20 571375.2
34 42 75 958047.6
99 59 109 1312977.8
58 26 40 541370.6
91 12 77 1714278.3
84 41 77 994319.4
92 15 70 1439409.1
90 33 70 1095000.6
83 30 112 2009298.2
33 16 49 1016933.2
57 25 66 1092110.7
78 9 105 2422287.1
94 21 36 457920.0
48 47 47 27116.1
32 14 100 2197620.5
88 77 120 1173208.7
87 48 88 1231993.2
2 52 56 159062.4
96 43 105 1473550.5
80 111 116 331610.8
79 38 62 791251.3
83 10 10 93267.6
13 12 76 1736384.9
43 71 90 806459.8
53 56 102 1261798.1
100 99 108 307779.4
27 9 107 2392972.2
40 10 65 1340617.4
50 5 59 1314084.4
57 12 104 2355047.5
26 59 108 1334792.6
58 20 45 725030.6
60 71 81 329714.4
4 46 92 1305403.7
17 29 116 2144891.6
44 8 111 2711194.7
18 5 84 2018626.3
43 103 117 440037.0
74 30 49 635593.5
69 74 96 599684.3
71 10 77 1706708.5
38 29 63 970017.5
89 37 42 222419.3
43 47 119 2090523.0
98 10 97 2416415.7
74 51 93 1004037.5
7 38 59 752874.8
12 32 82 1280348.4
93 56 93 1103441.2
5 74 83 315192.9
83 17 114 2362197.3
17 68 113 1087537.4
93 35 45 397296.3
96 33 103 1671951.7
79 117 120 198501.4
97 12 14 155655.1
17 28 85 1566549.4
58 18 60 1076057.0
95 46 53 286996.8
70 12 108 2397816.0
30 9 36 673264.6
39 16 89 1974641.8
8 83 92 308134.4
56 12 33 622502.5
53 85 117 816030.1
63 93 97 191711.1
44 55 116 1780121.2
93 4 37 976703.9
51 7 49 1086602.4
88 25 29 189183.6
70 43 76 948504.0
73 24 81 1505816.0
32 20 46 714313.8
35 18 45 766073.8
30 5 66 1574781.2
6 17 28 276884.1
5 7 58 1343172.5
8 1 92 2379670.7
17 15 31 425984.6
30 8 23 474376.7
41 105 117 438203.4
69 92 97 185437.0
43 24 92 1982483.0
42 23 92 1769389.4
46 12 62 1360633.2
41 73 74 160482.7
87 33 88 1547533.2
75 91 104 445366.8
10 58 60 173765.4
13 60 67 304883.1
54 40 98 1307740.8
61 33 109 2014295.3
71 19 53 917677.2
32 26 101 1984918.3
89 29 45 470964.8
29 3 51 1243205.5
56 46 68 602049.9
77 25 46 657656.2
68 72 80 280566.7
69 5 68 1613994.6
23 32 66 816234.4
39 26 51 757060.8
65 28 30 166038.2
73 101 105 156536.1
72 41 71 852902.3
82 5 65 1769226.1
5 6 52 1195781.1
21 36 106 1844818.8
21 87 115 811632.9
19 18 64 1166602.3
49 9 38 885520.1
99 4 13 287998.1
76 56 114 1318475.6
42 49 74 677538.3
32 83 104 676173.3
67 102 103 127375.3
65 82 87 188981.0
12 99 104 267744.4
81 15 60 1129810.9
26 63 86 679627.6
30 42 61 597546.1
14 20 82 1634234.0
81 1 103 2301045.8
22 32 64 960969.8
8 26 109 2229799.0
86 32 78 1175273.9
23 51 84 788439.0
57 60 112 1427917.5
40 19 32 345673.8
83 5 72 1718192.9
21 13 84 1844229.9
15 75 91 504392.2
100 35 56 509394.0
21 21 63 1189293.5
64 7 41 852274.1
67 37 89 1439612.3
36 13 17 260428.9
56 30 80 1326714.0
62 37 65 829354.5
65 83 112 853573.3
77 23 112 2161220.4
51 67 76 300065.1
7 25 109 2178151.0
58 79 92 346058.8
61 10 49 980478.5
4 42 64 687170.7
18 45 71 643213.2
19 32 43 347847.3
97 3 62 1489765.0
63 53 107 1416667.5
88 71 77 246992.9
18 50 61 269044.7
30 78 100 709776.4
65 45 63 486765.5
60 6 113 2581774.3
73 23 84 1604065.6
95 36 88 1342852.4
6 4 45 1096417.0
50 23 72 1209026.8
20 21 101 1943898.5
80 100 103 121804.3
4 25 54 874194.4
31 35 104 1783427.3
91 40 79 1158459.4
59 75 77 125226.1
15 61 67 164885.5
20 24 82 1407817.8
62 7 35 789548.5
39 72 81 380425.4
74 56 84 665245.3
10 26 101 1934502.0
15 81 99 522998.7
57 43 47 198267.4
84 20 66 1351413.1
54 4 15 414888.8
34 25 87 1625370.3
56 39 110 1768080.4
99 15 48 913399.0
63 10 105 2434660.4
38 31 44 464661.4
69 108 116 248917.5
100 13 34 750214.2
23 28 37 322459.7
87 26 80 1554059.2
27 12 50 963333.2
48 92 99 247615.4
64 3 50 1163121.0
59 3 106 2616633.9
86 5 50 1302553.1
70 20 33 447933.5
17 28 34 267397.0
51 104 108 132335.1
28 10 52 1235061.7
54 28 51 660207.2
97 13 97 2146312.3
47 2 93 2360183.4
21 9 104 2402691.8
22 32 100 1848924.5
64 8 89 1897809.4
77 32 49 552741.3
93 6 120 2988767.5
91 20 92 2054516.8
5 25 80 1534708.2
7 59 83 719504.2
94 19 108 2330603.2
58 23 67 1096341.4
70 1 70 1706110.9
38 60 111 1297581.5
15 89 110 589236.4
19 4 117 2722884.6
53 71 91 663778.7
61 24 89 1629444.4
58 54 101 1027183.0
67 28 113 2147123.3
60 19 79 1561128.3
8 13 13 16222.3
43 11 79 1894141.1
73 45 50 206345.6
66 51 91 1184131.1
74 18 74 1441619.8
98 15 88 2056779.1
25 20 31 430937.8
59 69 85 595156.5
20 35 110 1872071.1
50 16 100 2114844.1
7 112 120 302214.9
76 3 114 2551107.8
43 63 114 1587540.6
67 33 103 1814102.9
97 21 76 1477663.6
30 14 26 393780.1
1 47 107 1625433.7
76 7 111 2367867.3
88 62 86 598308.8
88 23 106 1985303.4
59 55 108 1438880.6
94 66 92 729078.1
15 6 114 2713136.2
31 50 61 347168.7
5 41 45 170787.1
21 46 108 1689030.2
60 57 65 291880.0
17 23 104 2037003.5
84 56 118 1568393.6
73 68 94 713179.2
25 5 29 730737.4
7 28 108 2054492.3
38 111 116 171432.3
34 18 115 2545086.9
72 55 78 766134.9
69 20 101 2011404.1
52 19 22 185716.1
45 15 52 1050301.3
73 10 30 522174.4
91 98 116 568479.6
81 22 28 203160.4
96 7 23 564630.4
53 51 55 166446.9
96 11 56 1159528.0
71 5 120 2798431.0
76 46 49 186271.1
77 37 48 414588.4
80 52 95 1207438.2
12 71 79 237994.7
65 16 81 1530739.1
87 53 114 1654707.6
24 73 103 732114.3
64 33 117 2131661.5
24 40 45 242882.1
96 39 67 780028.0
75 19 42 649289.6
15 4 68 1702973.6
84 33 92 1669163.3
31 39 78 990203.8
19 42 68 740480.5
40 3 113 2700978.2
10 32 67 980637.3
46 8 78 1776319.4
19 5 112 2649009.8
87 13 75 1710848.6
14 14 102 2245305.8
47 34 48 581837.6
9 60 98 1049682.8
70 44 71 798651.6
21 101 119 539864.6
17 70 108 927619.8
38 37 94 1561314.7
2 51 119 1658476.8
57 100 118 592273.6
16 6 50 989150.6
29 68 87 622672.8
51 53 107 1331729.3
44 13 26 337040.8
93 34 70 1097253.4
58 77 79 130207.8
99 68 93 679899.5
63 7 67 1574132.3
27 24 99 1921053.4
21 58 65 332748.7
51 90 96 308391.6
67 44 92 1247113.4
37 58 93 1002713.7
85 5 5 56121.8
41 18 87 1794392.5
52 29 50 494816.0
45 44 62 476162.3
96 7 57 1343380.8
84 45 55 389468.5
2 94 101 268855.6
9 23 103 2021105.3
39 25 50 756696.3
92 6 24 476889.1
69 52 52 41292.8
29 68 68 89555.4
66 105 112 323279.3
2 12 71 1533341.5
99 16 34 548871.7
16 84 101 518478.2
97 30 45 549820.0
16 11 14 196077.9
76 47 113 1572871.2
97 95 115 530486.4
70 15 110 2345041.2
71 67 90 700684.3
36 17 71 1324734.7
29 1 87 2076794.6
36 33 39 240572.2
66 28 29 115207.4
81 1 12 262965.6
91 30 45 437543.5
40 69 98 874930.0
60 43 103 1484223.3
56 96 98 110287.3
95 30 41 323131.1
59 90 109 528920.9
42 62 68 213884.3
5 13 70 1468644.0
4 27 76 1397170.0
30 44 101 1637076.0
23 30 116 1943310.2
22 10 19 255487.5
40 87 94 368286.9
20 31 71 1004465.6
96 36 104 1639235.8
62 18 85 1737637.2
15 7 27 690592.6
31 51 116 1755171.8
90 58 111 1509609.0
81 48 119 1700108.4
86 17 39 753161.4
100 26 101 1985939.6
43 38 104 1855022.1
73 20 114 2377934.7
24 30 54 923459.2
2 70 79 305802.9
27 70 101 885149.8
99 4 45 1064447.7
83 8 16 350356.1
16 67 89 563693.5
69 4 49 1187426.0
55 72 108 1084595.4
61 102 105 161725.1
91 53 120 1870350.0
14 30 116 2115780.8
54 102 108 242986.0
17 11 15 175951.4
34 82 108 826836.4
75 37 87 1335904.4
58 87 105 482285.8
81 40 98 1351349.3
54 70 101 736109.7
14 73 112 956778.8
81 83 98 350354.3
65 13 21 218109.8
92 24 104 1955153.8
20 33 118 2079129.9
83 27 70 1072577.0
99 48 64 543629.5
46 16 17 74101.2
69 5 64 1512906.2
52 92 118 690681.3
92 72 116 1020203.3
46 77 112 977689.6
9 4 31 634035.4
58 50 78 617420.8
73 86 116 786009.0
12 54 106 1359090.9
98 18 98 2220860.5
45 15 29 468929.2
1 46 98 1419116.6
4 39 79 1167689.7
61 18 90 1765427.0
21 46 59 439743.3
29 1 114 2628570.8
92 40 110 1723110.2
71 39 92 1416590.6
68 35 96 1706069.1
63 32 32 61570.3
3 87 103 544149.1
59 17 78 1665196.3
96 33 40 262106.8
60 104 110 232121.8
48 10 110 2521257.3
27 98 103 238663.4
20 16 70 1404016.4
78 73 88 462535.9
69 15 94 1973134.5
96 7 52 1241352.3
31 18 23 245342.7
5 77 91 438810.5
